"ID","NAME_TH","APP_NAME_TH","NAME_EN","APP_NAME_EN","GROUP_TYPE_TH","GROUP_TYPE_EN","CATEGORY_TH","CATEGORY_EN","UNIT_TH","UNIT_EN"
P16015,น้ำมันมะพร้าวสำเร็จรูป บรรจุปี๊บ 13.75 ลิตร (12.50 กก.) ตราผักกาด,น้ำมันมะพร้าวสำเร็จรูป บรรจุปี๊บ 13.75 ลิตร (12.50 กก.) ตราผักกาด ขายปลีก,"13.75-Liter (12.50 kg) Tin of Refined Coconut Oil (Phakkat Brand)","13.75-Liter (12.50 kg) Tin of Refined Coconut Oil (Phakkat Brand) Retail",พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16016,น้ำมันมะพร้าวสำเร็จรูป บรรจุปี๊บ 13.75 ลิตร (12.50 กก.). ตราไพ่ป๊อก,น้ำมันมะพร้าวสำเร็จรูป บรรจุปี๊บ 13.75 ลิตร (12.50 กก.). ตราไพ่ป๊อก ขายปลีก,"13.75-Liter (12.50 kg) Tin of Refined Coconut Oil (Pai-Pok Brand)","13.75-Liter (12.50 kg) Tin of Refined Coconut Oil (Pai-Pok Brand) Retail",พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
R11004,ข้าวขาว 100% ชั้น 2 (ข้าวใหม่),ข้าวขาว 100% ชั้น 2 (ข้าวใหม่) ขายส่ง,"100% White Rice (Class 2, Newly Harvested)","100% White Rice (Class 2, Newly Harvested) Wholesale",ราคาขายส่งข้าว ผลิตภัณฑ์ข้าวและกระสอบป่าน,"Wholesale Price (Rice, Rice Product, and Burlap Sack)",ขายส่ง,Wholesale,"",""
P16017,น้ำมันมะพร้าวสำเร็จรูป บรรจุปี๊บ 13.75 ลิตร (12.50 กก.) ตราดอกไม้,น้ำมันมะพร้าวสำเร็จรูป บรรจุปี๊บ 13.75 ลิตร (12.50 กก.) ตราดอกไม้ ขายปลีก,"13.75-Liter (12.50 kg) Tin of Refined Coconut Oil (Flower Brand)","13.75-Liter (12.50 kg) Tin of Refined Coconut Oil (Flower Brand) Retail",พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16018,น้ำมันทานตะวันสำเร็จรูป บรรจุขวด ตรากุ๊ก (น้ำมันในประเทศ),น้ำมันทานตะวันสำเร็จรูป บรรจุขวด ตรากุ๊ก (น้ำมันในประเทศ) ขายปลีก,Bottle of Domestic Refined Sunflower Oil (Cook Brand),Bottle of Domestic Refined Sunflower Oil (Cook Brand) Retail,พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
W11032,ไข่ไก่ เบอร์ 4,ไข่ไก่ เบอร์ 4 ขายส่ง,Chicken Egg (No.4),Chicken Egg (No.4) Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
P16019,น้ำมันทานตะวันสำเร็จรูป บรรจุขวด ตราชิม (น้ำมันในประเทศ),น้ำมันทานตะวันสำเร็จรูป บรรจุขวด ตราชิม (น้ำมันในประเทศ) ขายปลีก,Bottle of Domestic Refined Sunflower Oil (Chim Brand),Bottle of Domestic Refined Sunflower Oil (Chim Brand) Retail,พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16020,งาดำ,งาดำ ขายปลีก,Black Sesame Seeds,Black Sesame Seeds Retail,พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16021,งาขาว เมล็ดใหญ่,งาขาว เมล็ดใหญ่ ขายปลีก,Large White Sesame Seeds,Large White Sesame Seeds Retail,พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16022,น้ำมันทานตะวันสำเร็จรูป บรรจุขวด ตราองุ่น (น้ำมันในประเทศ),น้ำมันทานตะวันสำเร็จรูป บรรจุขวด ตราองุ่น (น้ำมันในประเทศ) ขายปลีก,Bottle of Domestic Refined Sunflower Oil (Grape Brand),Bottle of Domestic Refined Sunflower Oil (Grape Brand) Retail,พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16023,น้ำมันรำข้าวบริสุทธิ์สำเร็จรูป บรรจุขวด 1 ลิตร ตราอโรซ่า,น้ำมันรำข้าวบริสุทธิ์สำเร็จรูป บรรจุขวด 1 ลิตร ตราอโรซ่า ขายปลีก,"1-Liter Bottle of Refined Rice Bran Oil (Oriceza Brand)","1-Liter Bottle of Refined Rice Bran Oil (Oriceza Brand) Retail",พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16024,น้ำมันถั่วลิสงบริสุทธิ์ บรรจุปี๊ป 13.75 ลิตร (12.50 กก.),น้ำมันถั่วลิสงบริสุทธิ์ บรรจุปี๊ป 13.75 ลิตร (12.50 กก.) ขายปลีก,"13.75-Liter (12.50 kg) Tin of Pure Peanut Oil","13.75-Liter (12.50 kg) Tin of Pure Peanut Oil Retail",พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16025,น้ำมันถั่วลิสงบริสุทธิ์ บรรจุขวด 5 ลิตร,น้ำมันถั่วลิสงบริสุทธิ์ บรรจุขวด 5 ลิตร ขายปลีก,"5-Liter Bottle of Pure Peanut Oil","5-Liter Bottle of Pure Peanut Oil Retail",พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16026,น้ำมันมะพร้าวสำเร็จรูป บรรจุขวด 1 ลิตร ตราไทยเพียว,น้ำมันมะพร้าวสำเร็จรูป บรรจุขวด 1 ลิตร ตราไทยเพียว ขายปลีก,"1-Liter Bottle of Refined Coconut Oil (Thai Pure Brand)","1-Liter Bottle of Refined Coconut Oil (Thai Pure Brand) Retail",พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16027,น้ำมันมะพร้าวสำเร็จรูป บรรจุขวด 1 ลิตร ตราเนเชอเรล,น้ำมันมะพร้าวสำเร็จรูป บรรจุขวด 1 ลิตร ตราเนเชอเรล ขายปลีก,"1-Liter Bottle of Refined Coconut Oil (Naturel Brand)","1-Liter Bottle of Refined Coconut Oil (Naturel Brand) Retail",พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16028,น้ำมันมะพร้าวสำเร็จรูป บรรจุขวด 1 ลิตร ตรารอยไทย,น้ำมันมะพร้าวสำเร็จรูป บรรจุขวด 1 ลิตร ตรารอยไทย ขายปลีก,Refined Palm Oil (in Unbranded Bag),Refined Palm Oil (in Unbranded Bag) Retail,พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
R11001,ข้าวขาว 100% ชั้น 1,ข้าวขาว 100% ชั้น 1 ขายส่ง,"100% White Rice (Class 1)","100% White Rice (Class 1) Wholesale",ราคาขายส่งข้าว ผลิตภัณฑ์ข้าวและกระสอบป่าน,"Wholesale Price (Rice, Rice Product, and Burlap Sack)",ขายส่ง,Wholesale,"",""
R11002,ข้าวขาว 100% ชั้น 1 (ข้าวใหม่),ข้าวขาว 100% ชั้น 1 (ข้าวใหม่) ขายส่ง,"100% White Rice (Class 1, Newly Harvested)","100% White Rice (Class 1, Newly Harvested) Wholesale",ราคาขายส่งข้าว ผลิตภัณฑ์ข้าวและกระสอบป่าน,"Wholesale Price (Rice, Rice Product, and Burlap Sack)",ขายส่ง,Wholesale,"",""
R11003,ข้าวขาว 100% ชั้น 2,ข้าวขาว 100% ชั้น 2 ขายส่ง,"100% White Rice (Class 2)","100% White Rice (Class 2) Wholesale",ราคาขายส่งข้าว ผลิตภัณฑ์ข้าวและกระสอบป่าน,"Wholesale Price (Rice, Rice Product, and Burlap Sack)",ขายส่ง,Wholesale,"",""
R11005,ข้าวขาว 100% ชั้น 3,ข้าวขาว 100% ชั้น 3 ขายส่ง,"100% White Rice (Class 3)","100% White Rice (Class 3) Wholesale",ราคาขายส่งข้าว ผลิตภัณฑ์ข้าวและกระสอบป่าน,"Wholesale Price (Rice, Rice Product, and Burlap Sack)",ขายส่ง,Wholesale,"",""
R11006,ข้าวขาว 100% ชั้น 3 (ข้าวใหม่),ข้าวขาว 100% ชั้น 3 (ข้าวใหม่) ขายส่ง,"100% White Rice (Class 3, Newly Harvested)","100% White Rice (Class 3, Newly Harvested) Wholesale",ราคาขายส่งข้าว ผลิตภัณฑ์ข้าวและกระสอบป่าน,"Wholesale Price (Rice, Rice Product, and Burlap Sack)",ขายส่ง,Wholesale,"",""
R11007,ข้าวขาว 5%,ข้าวขาว 5% ขายส่ง,"5% White Rice","5% White Rice Wholesale",ราคาขายส่งข้าว ผลิตภัณฑ์ข้าวและกระสอบป่าน,"Wholesale Price (Rice, Rice Product, and Burlap Sack)",ขายส่ง,Wholesale,"",""
R11008,ข้าวขาว 5% (ข้าวใหม่),ข้าวขาว 5% (ข้าวใหม่) ขายส่ง,"5% White Rice (Newly Harvested)","5% White Rice (Newly Harvested) Wholesale",ราคาขายส่งข้าว ผลิตภัณฑ์ข้าวและกระสอบป่าน,"Wholesale Price (Rice, Rice Product, and Burlap Sack)",ขายส่ง,Wholesale,"",""
R11009,ข้าวขาว 10%,ข้าวขาว 10% ขายส่ง,"10% White Rice","10% White Rice Wholesale",ราคาขายส่งข้าว ผลิตภัณฑ์ข้าวและกระสอบป่าน,"Wholesale Price (Rice, Rice Product, and Burlap Sack)",ขายส่ง,Wholesale,"",""
R11010,ข้าวขาว 10% (ข้าวใหม่),ข้าวขาว 10% (ข้าวใหม่) ขายส่ง,"10% White Rice (Newly Harvested)","10% White Rice (Newly Harvested) Wholesale",ราคาขายส่งข้าว ผลิตภัณฑ์ข้าวและกระสอบป่าน,"Wholesale Price (Rice, Rice Product, and Burlap Sack)",ขายส่ง,Wholesale,"",""
R11011,ข้าวขาว 15% (ข้าวใหม่),ข้าวขาว 15% (ข้าวใหม่) ขายส่ง,"15% White Rice (Newly Harvested)","15% White Rice (Newly Harvested) Wholesale",ราคาขายส่งข้าว ผลิตภัณฑ์ข้าวและกระสอบป่าน,"Wholesale Price (Rice, Rice Product, and Burlap Sack)",ขายส่ง,Wholesale,"",""
R11012,ข้าวขาว 25% (ข้าวใหม่),ข้าวขาว 25% (ข้าวใหม่) ขายส่ง,"25% White Rice (Newly Harvested)","25% White Rice (Newly Harvested) Wholesale",ราคาขายส่งข้าว ผลิตภัณฑ์ข้าวและกระสอบป่าน,"Wholesale Price (Rice, Rice Product, and Burlap Sack)",ขายส่ง,Wholesale,"",""
